
Date:  29th July 2003


PARTICIPANT INFORMATION
-----------------------
               Name:  AMANT
              Email:  Stéphane
              Phone:  00 33 5 61 58 65 19
            Address:  Aerodynamic Design and Data Department
            Address:  Airbus France
            Address:  M0131/3
            Address:  316, route de Bayonne
            Address:  31060 Toulouse cedex 03
            Address:  FRANCE


SOLVER INFORMATION
--------------------
        Method Name:  elsA
    Basic Algorithm:  cell centered finite volume solver, Jameson type scheme
   Turbulence Model:  k-w Wilcox
      Miscellaneous:  C++


GRID INFORMATION
--------------------
Grid-Generator Name:  Hexa
          Grid Type:  multiblock structured grids



FINE GRID SIZE            WB        WBNP
-----------------------------------------
              Zones:  
        Field Nodes:
        Field Cells:  
     Boundary Nodes:  
     Boundary Faces:  
   BL 1st-Cell Size:  
 BL Max-Growth Rate:  
           BL Cells:  
      Miscellaneous: Fine ICEM grids 


CASE 1 SINGLE-POINT GRID CONVERGENCE STUDY - FINE GRID CP
---------------------------------------

WING/BODY

 GRID_SIZE      MACH     ALPHA
 Fine ICEM      0.75     0.075

WING SECTION 1   Y/BO2 0.15  (Y = 0.08785 m)
     X/C             CP      
0.99997600	-0.08293380
0.99994300	-0.08070340
0.99989500	-0.07536800
0.99982900	-0.07021000
0.99973500	-0.06332990
0.99960200	-0.05478860
0.99941600	-0.04546890
0.99915400	-0.03548210
0.99878700	-0.02371260
0.99827300	-0.01070990
0.99755800	0.00458581
0.99755800	0.00458581
0.99520500	0.04036710
0.99520500	0.04036710
0.99335000	0.06010060
0.99335000	0.06010060
0.99085600	0.07807870
0.98756800	0.09661390
0.98333800	0.11421300
0.97806700	0.13044800
0.97175200	0.14489900
0.96453300	0.15765300
0.95671000	0.16874900
0.94870800	0.17831000
0.94099200	0.18649600
0.93396100	0.19311600
0.92663300	0.19916500
0.91783600	0.20487700
0.90727400	0.20917400
0.89459200	0.21162100
0.87936600	0.21189500
0.86108700	0.20956700
0.83914500	0.20175500
0.81281300	0.18956200
0.78532000	0.17012800
0.75785600	0.13278300
0.73043300	0.07629730
0.70302200	0.00977017
0.67558500	-0.05495360
0.64810600	-0.11366000
0.62058400	-0.17072300
0.59302100	-0.22935600
0.56541100	-0.28577600
0.54493500	-0.31398600
0.53775300	-0.32386000
0.51005900	-0.32799100
0.48236000	-0.30863600
0.45466100	-0.29123100
0.42695800	-0.28193000
0.39925500	-0.27857800
0.37155600	-0.27715500
0.34386200	-0.26444200
0.31620800	-0.24759300
0.28856700	-0.23659500
0.26095700	-0.22217400
0.23340000	-0.19964500
0.20590300	-0.18182400
0.17845700	-0.17219500
0.15111000	-0.15517300
0.12513400	-0.12871600
0.10368700	-0.09671350
0.08601580	-0.05988120
0.07148850	-0.01895980
0.05958800	0.02586210
0.04986860	0.07211600
0.04195850	0.13091900
0.03554210	0.17094900
0.03291890	0.19762300
0.03033140	0.22901700
0.02778390	0.25840700
0.02475360	0.29996200
0.02475360	0.29996200
0.02282710	0.32767500
0.02043000	0.36719000
0.01809610	0.40900800
0.01583420	0.45462300
0.01365370	0.50304200
0.01156840	0.55569800
0.00959146	0.61077100
0.00773653	0.66812300
0.00602342	0.72633400
0.00447528	0.78472300
0.00311591	0.83964200
0.00196849	0.88844300
0.00106918	0.92648500
0.00050966	0.94895600
0.00021733	0.95676100
0.00021733	0.95676100
0.00006279	0.95566900
0.00000113	0.93898100
